scored_at,id,project_name,district,beds,price,psf,mmr,score_1000,score_version
2026-06-07,25360193,Botanique at Bartley,D19,2,1290000,1963.47,1538.0,750,pre-3.10
2026-06-07,500002389,Botanique at Bartley,D19,1,932000,1882.83,1553.2,833,pre-3.10
2026-06-07,25325397,Botanique at Bartley,D19,2,1360000,2070.02,1529.7,695,pre-3.10
2026-06-07,500111005,Botanique at Bartley,D19,1,918000,1775.63,1564.6,879,pre-3.10
2026-06-07,500133653,Botanique at Bartley,D19,1,1000000,2020.2,1541.5,772,pre-3.10
2026-06-07,60073415,Botanique at Bartley,D19,1,988000,1995.96,1543.7,784,pre-3.10
2026-06-07,25237409,Botanique at Bartley,D19,1,910000,1760.15,1566.0,884,pre-3.10
2026-06-07,500136581,Tre Residences,D14,3,1480000,1937.17,1524.6,658,pre-3.10
2026-06-07,500081982,City Gate,D07,2,1620000,2314.29,1494.3,412,pre-3.10
2026-06-07,500000297,City Gate,D07,3,2000000,2185.79,1501.1,468,pre-3.10
2026-06-07,500134380,City Gate,D07,2,1650000,2191.24,1501.8,473,pre-3.10
2026-06-07,25601530,City Gate,D07,2,1620000,2389.38,1488.7,367,pre-3.10
2026-06-07,21631899,City Gate,D07,1,959999,2123.89,1508.0,525,pre-3.10
2026-06-07,500130455,City Gate,D07,2,1788888,2216.71,1501.2,469,pre-3.10
2026-06-07,24757155,City Gate,D07,2,1690000,2180.65,1502.5,479,pre-3.10
2026-06-07,25544154,City Gate,D07,2,1700000,2394.37,1489.5,373,pre-3.10
2026-06-07,60079412,City Gate,D07,2,1600000,2250.35,1498.1,443,pre-3.10
2026-06-07,21696733,City Gate,D07,1,960000,2227.38,1501.4,470,pre-3.10
2026-06-07,25615512,City Gate,D07,2,1880000,2329.62,1495.2,419,pre-3.10
2026-06-07,24715257,City Gate,D07,1,968000,2245.94,1500.2,460,pre-3.10
2026-06-07,60209292,City Gate,D07,2,1600000,2285.71,1496.0,425,pre-3.10
2026-06-07,500013224,City Gate,D07,2,1690000,2180.65,1502.5,479,pre-3.10
2026-06-07,23874295,City Gate,D07,2,1250000,2192.98,1497.7,439,pre-3.10
2026-06-07,21855946,City Gate,D07,2,1560000,2264.15,1496.4,429,pre-3.10
2026-06-07,500146959,City Gate,D07,2,1288888,2261.21,1493.5,405,pre-3.10
2026-06-07,500148699,City Gate,D07,1,960000,2227.38,1501.4,470,pre-3.10
2026-06-07,25398269,Skysuites @ Anson,D02,2,1500000,2248.88,1494.2,411,pre-3.10
2026-06-07,23860543,Skysuites @ Anson,D02,2,1580000,2368.82,1487.2,355,pre-3.10
2026-06-07,25464237,Skysuites @ Anson,D02,2,1560000,2228.57,1496.5,429,pre-3.10
2026-06-07,500113940,Skysuites @ Anson,D02,2,1530000,2293.85,1491.6,390,pre-3.10
2026-06-07,500154654,Skysuites @ Anson,D02,2,1550000,2323.84,1489.8,376,pre-3.10
2026-06-07,24939861,Skysuites @ Anson,D02,2,1600000,2398.8,1485.4,342,pre-3.10
2026-06-07,60173361,Skysuites @ Anson,D02,2,10000000,1869.16,1468.8,231,pre-3.10
2026-06-07,500092273,Skysuites @ Anson,D02,2,1458888,2187.24,1497.9,441,pre-3.10
2026-06-07,60214478,Skysuites @ Anson,D02,2,1450000,2173.91,1498.7,448,pre-3.10
2026-06-07,24274787,Skysuites @ Anson,D02,2,1600000,2398.8,1485.4,342,pre-3.10
2026-06-07,500102641,Skysuites @ Anson,D02,2,1530000,2188.84,1497.9,441,pre-3.10
2026-06-07,500075224,Skysuites @ Anson,D02,2,1498000,2245.88,1494.5,413,pre-3.10
2026-06-07,500135685,Skysuites @ Anson,D02,2,1550000,2214.29,1497.3,437,pre-3.10
2026-06-07,23669754,Skysuites @ Anson,D02,2,1580000,2368.82,1487.2,355,pre-3.10
2026-06-07,21339873,Skysuites @ Anson,D02,2,1490000,2233.88,1495.1,418,pre-3.10
2026-06-07,500153648,Grandeur Park Residences,D16,2,1318000,2226,1509.5,537,pre-3.10
2026-06-07,500001144,Waterfront Isle,D16,3,2200000,1596.52,1562.5,872,pre-3.10
2026-06-07,500134933,Waterfront Isle,D16,2,1580000,1612.24,1566.1,885,pre-3.10
2026-06-07,500089203,Waterfront Key,D16,2,1478000,1738.82,1536.3,740,pre-3.10
2026-06-07,60075937,Waterfront Key,D16,2,1620000,1905.88,1522.8,644,pre-3.10
2026-06-07,500097457,Waterfront Key,D16,2,1478000,1738.82,1536.3,740,pre-3.10
2026-06-07,500115922,Waterfront Key,D16,2,1699999,1857.92,1526.7,673,pre-3.10
2026-06-07,500082094,Waterfront Waves,D16,2,1630000,1682.15,1539.0,757,pre-3.10
2026-06-07,60234718,Waterfront Gold,D16,2,1250000,1592.36,1529.6,694,pre-3.10
2026-06-07,500097826,Parc Esta,D14,3,2599999,2713.99,1485.9,346,pre-3.10
2026-06-07,500032994,The Antares,D14,2,1500000,2049.18,1512.6,563,pre-3.10
2026-06-07,500132079,Vacanza @ East,D14,2,888000,1585.71,1545.5,794,pre-3.10
2026-06-07,500163003,The Ebony,D14,2,1488000,1291.67,1579.8,924,pre-3.10
2026-06-07,500069150,Sims Urban Oasis,D14,2,1250000,1874.06,1535.0,731,pre-3.10
2026-06-07,500058924,Parc Esta,D14,2,1728000,2294.82,1515.9,590,pre-3.10
2026-06-07,500044351,Sixteen35 Residences,D14,2,1250000,1682.37,1528.4,686,pre-3.10
2026-06-07,500160179,The Octet,D14,2,730000,1508.26,1541.7,773,pre-3.10
2026-06-07,24422654,Sixteen35 Residences,D14,2,1199999,1889.76,1506.0,508,pre-3.10
2026-06-07,60137213,Sims Urban Oasis,D14,2,1288888,1932.37,1529.9,696,pre-3.10
2026-06-07,500129578,Gems Ville,D14,3,2138000,1892.04,1477.7,287,pre-3.10
2026-06-07,500072822,Penrose,D14,3,2190000,2286.01,1526.4,671,pre-3.10
2026-06-07,60206158,Arena Residences,D14,3,1800000,2015.68,1526.2,669,pre-3.10
2026-06-07,500035052,NoMa,D14,2,1150000,1750.38,1498.5,446,pre-3.10
2026-06-07,500157691,Dakota Residences,D14,2,2000000,1955.03,1538.4,753,pre-3.10
2026-06-07,500080291,Sims Urban Oasis,D14,2,1299999,2083.33,1517.2,600,pre-3.10
2026-06-07,500040337,Sims Edge,D14,2,938000,1853.75,1516.0,591,pre-3.10
2026-06-07,500060100,Arena Residences,D14,3,1800000,2230.48,1506.8,515,pre-3.10
2026-06-07,500155209,Sims Urban Oasis,D14,3,2200000,2150.54,1507.8,523,pre-3.10
2026-06-07,500088274,The Midas,D14,3,1700000,1089.05,1559.4,860,pre-3.10
2026-06-07,500089251,Vacanza @ East,D14,2,1350000,1672.86,1541.3,770,pre-3.10
2026-06-07,500164120,Starville,D14,3,1980000,1559.06,1511.8,557,pre-3.10
2026-06-07,500072359,Urban Treasures,D14,3,1999999,2265.0,1503.0,483,pre-3.10
2026-06-07,500096625,Central Imperial,D14,3,1180000,1501.27,1541.3,771,pre-3.10
2026-06-07,500163169,Centra Residence,D14,2,1375000,1289.87,1585.8,937,pre-3.10
2026-06-07,60116950,Sims Urban Oasis,D14,2,1200000,1769.91,1544.2,787,pre-3.10
2026-06-07,500094651,D'Casita,D14,3,2950000,1593.73,1516.9,598,pre-3.10
2026-06-07,500122213,The Navian,D14,2,1268888,1931.34,1503.4,486,pre-3.10
2026-06-07,24958556,The Antares,D14,2,1500000,2049.18,1512.6,563,pre-3.10
2026-06-07,500162539,Central Grove,D14,3,1899999,1575.46,1488.9,369,pre-3.10
2026-06-07,500159753,Atrium Residences,D14,3,2530000,1114.05,1568.8,894,pre-3.10
2026-06-07,25583852,The Lenox,D14,2,928000,1567.57,1511.7,555,pre-3.10
2026-06-07,500061041,The Trumps,D14,2,1695000,1789.86,1542.0,775,pre-3.10
2026-06-07,500162542,Grosvenor View,D14,2,1390000,1574.18,1550.4,820,pre-3.10
2026-06-07,500013370,Tedge,D14,3,1550000,1693.99,1542.0,775,pre-3.10
2026-06-07,500126840,Sims Green,D14,3,1500000,1211.63,1526.5,672,pre-3.10
2026-06-07,500148926,Waterbank at Dakota,D14,2,2050000,2321.63,1519.2,616,pre-3.10
2026-06-07,60201232,Simsville,D14,3,2068000,1655.72,1488.3,365,pre-3.10
2026-06-07,500055504,Simsville,D14,3,1920000,1537.23,1503.4,487,pre-3.10
2026-06-07,60084649,Astor,D14,3,1500000,1352.57,1515.3,585,pre-3.10
2026-06-07,60219280,The Sunny Spring,D14,3,1698000,1659.82,1502.5,479,pre-3.10
2026-06-07,500161138,Parc Esta,D14,2,1550000,2570.48,1498.5,446,pre-3.10
2026-06-07,500103851,Waterbank at Dakota,D14,3,2900000,2263.86,1515.1,583,pre-3.10
2026-06-07,500119222,Central Grove,D14,3,2750000,1228.23,1519.6,619,pre-3.10
2026-06-07,500125602,Sims Urban Oasis,D14,3,2200000,2197.8,1504.1,492,pre-3.10
2026-06-07,500160720,Sims Urban Oasis,D14,3,2200000,2150.54,1507.8,523,pre-3.10
2026-06-07,500109843,Vacanza @ East,D14,2,965000,1723.21,1531.1,705,pre-3.10
2026-06-07,500140106,#1 Suites (One Suites),D14,2,800000,1376.94,1541.9,774,pre-3.10
2026-06-07,60003806,Sims Urban Oasis,D14,2,1250000,2003.21,1523.9,652,pre-3.10
2026-06-07,500105555,The Navian,D14,3,1320000,1979.01,1492.1,394,pre-3.10
2026-06-07,500123002,Parc Esta,D14,2,1590000,2503.94,1500.2,460,pre-3.10
2026-06-07,60003820,Gems Ville,D14,3,2168000,1918.58,1475.7,273,pre-3.10
2026-06-07,25167593,The Antares,D14,2,1428888,2142.26,1504.5,496,pre-3.10
2026-06-07,23286610,Park Place Residences,D14,2,1450000,2244.58,1519.7,620,pre-3.10
2026-06-07,500122562,Cassia View,D14,3,1948888,1617.33,1509.8,540,pre-3.10
2026-06-07,500135814,The Alcove,D14,3,1699999,1233.67,1517.4,602,pre-3.10
2026-06-07,500157920,The Antares,D14,3,1600000,1812.0,1526.5,672,pre-3.10
2026-06-07,500102514,Vacanza @ East,D14,3,1999999,1418.44,1559.6,860,pre-3.10
2026-06-07,500086479,NoMa,D14,2,1048888,1739.45,1499.6,455,pre-3.10
2026-06-07,60107543,The Antares,D14,2,1820000,2113.82,1509.6,538,pre-3.10
2026-06-07,500156470,Astor,D14,3,1450000,1307.48,1521.5,634,pre-3.10
2026-06-07,25418058,The Antares,D14,2,1600000,1930.04,1523.2,647,pre-3.10
2026-06-07,500076277,Astor,D14,3,1420000,1306.35,1521.7,636,pre-3.10
2026-06-07,25473355,Sims Green,D14,3,1450000,1171.24,1532.9,717,pre-3.10
2026-06-07,500129132,Park Place Residences,D14,3,3000000,2579.54,1489.6,374,pre-3.10
2026-06-07,60143034,Central Grove,D14,3,1899999,1619.78,1483.3,327,pre-3.10
2026-06-07,500050355,Sixteen35 Residences,D14,2,1030000,1622.05,1533.9,724,pre-3.10
2026-06-07,500105513,Tedge,D14,3,1800000,1900.74,1524.8,659,pre-3.10
2026-06-07,60047541,Waterbank at Dakota,D14,2,1290000,2067.31,1536.2,739,pre-3.10
2026-06-07,500161544,The Alcove,D14,3,1750000,1222.07,1518.0,607,pre-3.10
2026-06-07,500163785,Vacanza @ East,D14,2,1450000,1796.78,1528.6,687,pre-3.10
2026-06-07,60192630,The Antares,D14,2,1399999,2130.9,1505.3,503,pre-3.10
2026-06-07,500097584,Starville,D14,3,1850000,1520.13,1517.7,604,pre-3.10
2026-06-07,500141558,Parc Esta,D14,2,1550000,2440.94,1503.5,487,pre-3.10
2026-06-07,500071986,Urban Treasures,D14,3,2120000,2400.91,1493.1,402,pre-3.10
2026-06-07,60184691,Cosmo,D14,2,1295000,1941.53,1504.8,499,pre-3.10
2026-06-07,500111738,28 Imperial Residences,D14,2,999999,1345.89,1571.8,902,pre-3.10
2026-06-07,500140695,Penrose,D14,2,1680000,2400.0,1523.1,647,pre-3.10
2026-06-07,500118328,Dakota Residences,D14,3,2950000,2283.28,1504.3,494,pre-3.10
2026-06-07,500132343,Sixteen35 Residences,D14,2,938000,1743.49,1518.1,607,pre-3.10
2026-06-07,500153602,Tedge,D14,3,1800888,1901.68,1524.7,658,pre-3.10
2026-06-07,60196996,The Antares,D14,2,1351888,2057.67,1511.0,549,pre-3.10
2026-06-07,25445983,Arena Residences,D14,3,1900000,2127.66,1517.6,604,pre-3.10
2026-06-07,60105254,Sims Green,D14,3,1600000,984.62,1560.1,863,pre-3.10
2026-06-07,500099060,Arena Residences,D14,3,1900000,2127.66,1517.6,604,pre-3.10
2026-06-07,60099397,Singa Hills,D14,2,1200000,1799.1,1530.4,700,pre-3.10
2026-06-07,500158254,The Navian,D14,2,1300000,2012.38,1496.3,428,pre-3.10
2026-06-07,500049832,The Antares,D14,2,1550000,2117.49,1507.4,520,pre-3.10
2026-06-07,500153951,Centra Residence,D14,2,1330000,1247.65,1591.2,947,pre-3.10
2026-06-07,24698622,The Waterina,D14,3,2620000,1932.15,1502.8,482,pre-3.10
2026-06-07,60093063,Guillemard Suites,D14,2,1280000,1523.81,1500.3,461,pre-3.10
2026-06-07,500067779,The Antares,D14,2,1550000,2183.1,1502.3,477,pre-3.10
2026-06-07,500122116,Parc Esta,D14,2,1480000,2330.71,1512.3,560,pre-3.10
2026-06-07,60071197,Casa Emerald,D14,3,1650000,1474.53,1516.5,594,pre-3.10
2026-06-07,500004647,Moro Mansion,D14,2,1330000,1420.94,1504.8,498,pre-3.10
2026-06-07,500121074,Simsville,D14,3,1920000,1537.23,1503.4,487,pre-3.10
2026-06-07,24698191,Astor,D14,3,1450000,1307.48,1521.5,634,pre-3.10
2026-06-07,60035278,Mori,D14,2,1529999,2154.93,1475.3,271,pre-3.10
2026-06-07,500063467,Centra Residence,D14,2,1375000,1289.87,1585.8,937,pre-3.10
2026-06-07,25431582,Rezi 24,D14,2,1100000,1702.79,1518.5,611,pre-3.10
2026-06-07,25597815,Astor,D14,3,1450000,1307.48,1521.5,634,pre-3.10
2026-06-07,500025965,Sims Urban Oasis,D14,2,1180000,1891.03,1533.4,720,pre-3.10
2026-06-07,500082919,The Waterina,D14,3,2550000,2059.77,1493.5,405,pre-3.10
2026-06-07,25013892,Waterbank at Dakota,D14,2,1350000,1795.21,1560.2,863,pre-3.10
2026-06-07,17097616,Waterbank at Dakota,D14,2,1450000,2323.72,1516.0,591,pre-3.10
2026-06-07,60187550,La Brisa,D14,2,950000,1837.52,1488.7,367,pre-3.10
2026-06-07,60010136,Crystal Dew,D14,3,3100000,2164.8,1481.2,311,pre-3.10
2026-06-07,500161977,The Trumps,D14,3,3550000,1157.11,1589.6,944,pre-3.10
2026-06-07,60239383,The Waterina,D14,3,2550000,2059.77,1493.5,405,pre-3.10
2026-06-07,25501448,Canne Lodge,D14,3,2300000,1526.21,1497.8,441,pre-3.10
2026-06-07,25596864,Esta Ruby,D14,2,1650000,1722.34,1528.6,687,pre-3.10
2026-06-07,500107937,The Champagne,D14,3,1728888,1708.39,1485.6,344,pre-3.10
2026-06-07,500080481,Mori,D14,3,2010000,2051.02,1480.8,309,pre-3.10
2026-06-07,500103155,The Antares,D14,2,1490000,2035.52,1513.7,572,pre-3.10
2026-06-07,500161401,Rezi 35,D14,3,1399898,1756.46,1519.5,618,pre-3.10
2026-06-07,500152972,The Waterina,D14,3,2950000,2191.68,1477.6,286,pre-3.10
2026-06-07,500080836,Sims Urban Oasis,D14,2,1190000,1874.02,1535.0,731,pre-3.10
2026-06-07,500089196,Euhabitat,D14,2,1500000,1583.95,1517.2,600,pre-3.10
2026-06-07,60145898,Urban Treasures,D14,2,1250000,1934.98,1531.1,705,pre-3.10
2026-06-07,500108003,Park Place Residences,D14,2,1650000,2473.76,1501.5,471,pre-3.10
2026-06-07,500154651,Waterbank at Dakota,D14,2,1420000,2236.22,1522.8,644,pre-3.10
2026-06-07,500035171,Waterbank at Dakota,D14,2,1450000,2323.72,1516.0,591,pre-3.10
2026-06-07,500087191,Tropika East,D14,2,1330000,1583.33,1513.8,573,pre-3.10
2026-06-07,500052549,Sims Green,D14,3,1450000,1171.24,1532.9,717,pre-3.10
2026-06-07,500074790,Casa Sarina,D14,3,1999999,1498.13,1517.1,600,pre-3.10
2026-06-07,500032329,Smart Suites,D14,2,1250000,1415.63,1548.5,810,pre-3.10
2026-06-07,24237046,Sims Urban Oasis,D14,2,1400000,1688.78,1553.7,835,pre-3.10
2026-06-07,60145463,Waterbank at Dakota,D14,2,1420000,2236.22,1522.8,644,pre-3.10
2026-06-07,500012657,"⭐️ new FH, TOP, 3b dualkey, 4mins to Aljunied MRT ⭐️",D14,3,2180000,1792.76,1535.9,737,pre-3.10
2026-06-07,500159778,Penrose,D14,2,1300000,2012.38,1550.1,818,pre-3.10
2026-06-07,500143725,Vicenta Lodge,D14,3,1799999,1428.57,1489.5,373,pre-3.10
2026-06-07,500148875,Waterbank at Dakota,D14,2,2050000,2321.63,1519.2,616,pre-3.10
2026-06-07,500084769,Urban Treasures,D14,2,1490000,2306.5,1502.4,478,pre-3.10
2026-06-07,500131288,Sixteen35 Residences,D14,3,1035000,1374.5,1553.7,835,pre-3.10
2026-06-07,500129836,Penrose,D14,3,2580000,2445.5,1516.2,593,pre-3.10
2026-06-07,60208087,The Antares,D14,2,1428000,2140.93,1504.5,496,pre-3.10
2026-06-07,500136879,Sims Urban Oasis,D14,2,1180000,1891.03,1533.4,720,pre-3.10
2026-06-07,60219219,Park Place Residences,D14,2,1500000,2248.88,1517.3,601,pre-3.10
2026-06-07,60190105,Esta Ruby,D14,3,2299999,2035.4,1495.0,417,pre-3.10
2026-06-07,500150505,Esta Ruby,D14,3,2050000,1814.16,1515.2,584,pre-3.10
2026-06-07,25299478,Avant Residences,D14,2,799000,1516.13,1556.6,848,pre-3.10
2026-06-07,500116881,Central Grove,D14,2,1590000,1554.25,1494.8,416,pre-3.10
2026-06-07,500071353,Parc Esta,D14,2,1580000,2488.19,1501.4,470,pre-3.10
2026-06-07,25312663,Mori,D14,2,1599000,2217.75,1470.2,239,pre-3.10
2026-06-07,500144129,Guillemard Suites,D14,3,1800000,1742.5,1468.5,229,pre-3.10
2026-06-07,500051039,Tedge,D14,3,1800000,1900.74,1524.8,659,pre-3.10
2026-06-07,25379693,Tedge,D14,3,1800000,1798.2,1531.6,708,pre-3.10
2026-06-07,60026130,Mori,D14,2,1550000,2149.79,1475.7,273,pre-3.10
2026-06-07,500050208,Park Place Residences,D14,2,1645000,2466.27,1502.1,476,pre-3.10
2026-06-07,60225902,317 upper paya lebar road,D14,3,1580000,1227.66,1532.8,716,pre-3.10
2026-06-07,500105070,Sin Chuan Garden,D14,3,2500000,1801.15,1365.5,9,pre-3.10
2026-06-07,500111987,Rezi 24,D14,2,850000,1717.17,1514.1,576,pre-3.10
2026-06-07,500145648,The Antares,D14,2,1500000,2049.18,1512.6,563,pre-3.10
2026-06-07,24743039,The Waterina,D14,3,2620000,1932.15,1502.8,482,pre-3.10
2026-06-07,25408476,NoMa,D14,2,1060000,1757.88,1497.9,441,pre-3.10
2026-06-07,23871832,Centra Heights,D14,2,1200000,2065.4,1494.2,411,pre-3.10
2026-06-07,500158416,Urban Treasures,D14,3,1950000,2208.38,1507.0,517,pre-3.10
2026-06-07,500157919,Ocho,D14,2,1483000,2118.57,1522.1,639,pre-3.10
2026-06-07,25420104,Mori,D14,3,1910000,1929.29,1490.7,383,pre-3.10
2026-06-07,25552771,Escada View,D14,3,1388888,1151.65,1523.3,648,pre-3.10
2026-06-07,500046283,Suites @ Sims,D14,2,1100000,1525.66,1567.4,889,pre-3.10
2026-06-07,25094211,Gems Ville,D14,3,2138000,1890.36,1478.0,289,pre-3.10
2026-06-07,24654740,Gems Ville,D14,2,1593000,1996.24,1473.6,260,pre-3.10
2026-06-07,24715531,Gems Ville,D14,3,2370000,1947.41,1473.3,258,pre-3.10
2026-06-07,500124891,Penrose,D14,3,2580000,2445.5,1516.2,593,pre-3.10
2026-06-07,25408192,Gems Ville,D14,2,1350000,1693.85,1499.1,451,pre-3.10
2026-06-07,500111823,NoMa,D14,2,999999,1628.66,1510.4,545,pre-3.10
2026-06-07,500122002,The Antares,D14,3,1988000,2251.42,1493.6,406,pre-3.10
2026-06-07,60147410,Gems Ville,D14,3,2138000,1892.04,1477.7,287,pre-3.10
2026-06-07,60105966,The Antares,D14,2,1428888,2142.26,1504.5,496,pre-3.10
2026-06-07,500026085,Centra Heights,D14,2,1200000,2065.4,1494.2,411,pre-3.10
2026-06-07,7124438,Prime Residence,D14,2,800000,1518.03,1541.7,772,pre-3.10
2026-06-07,60101461,Central Grove,D14,3,1900000,1618.4,1483.4,328,pre-3.10
2026-06-07,500114909,Urban Treasures,D14,3,1990000,2253.68,1503.9,491,pre-3.10
2026-06-07,25244917,Rezi 26,D14,2,1330000,1564.71,1538.5,753,pre-3.10
2026-06-07,23503599,Centra Heights,D14,2,1200000,2065.4,1494.2,411,pre-3.10
2026-06-07,500155104,Urban Treasures,D14,3,2300000,2272.73,1501.4,470,pre-3.10
2026-06-07,25243003,Sims Urban Oasis,D14,2,1400000,1688.78,1553.7,835,pre-3.10
2026-06-07,21149054,Sims Urban Oasis,D14,3,1800000,1878.91,1532.1,711,pre-3.10
2026-06-07,21715275,Sims Urban Oasis,D14,2,1170000,1875.0,1534.7,729,pre-3.10
2026-06-07,500029290,Simsville,D14,2,1499000,1529.59,1509.7,539,pre-3.10
2026-06-07,500035066,Simsville,D14,3,1920000,1537.23,1503.4,487,pre-3.10
2026-06-07,500075703,Mori,D14,3,1910000,1993.74,1485.5,343,pre-3.10
2026-06-07,500139390,Parc Esta,D14,2,1780000,2468.79,1503.8,490,pre-3.10
2026-06-07,500155622,Wing Fong Mansions,D14,3,1650000,1460.18,1438.0,97,pre-3.10
2026-06-07,500155529,Simsville,D14,3,1920000,1537.23,1503.4,487,pre-3.10
2026-06-07,500116051,Arena Residences,D14,2,1300000,2367.94,1499.3,452,pre-3.10
2026-06-07,500155258,Vacanza @ East,D14,2,1450000,1726.19,1535.9,737,pre-3.10
2026-06-07,60180155,The Waterina,D14,2,2350000,1789.79,1516.5,595,pre-3.10
2026-06-07,500009424,D'Weave,D14,2,1550000,1735.72,1533.0,718,pre-3.10
2026-06-07,500154746,The Centren,D14,2,1280000,2051.28,1482.1,318,pre-3.10
2026-06-07,23884593,The Sunny Spring,D14,3,2050000,1699.83,1499.7,456,pre-3.10
2026-06-07,500044394,Parc Esta,D14,2,1599900,2153.3,1528.5,686,pre-3.10
2026-06-07,23028158,Nicole Green,D14,2,1988000,2146.87,1426.7,69,pre-3.10
2026-06-07,60019138,Zyanya,D14,3,2046000,2000.0,1505.5,504,pre-3.10
2026-06-07,500140947,Parc Esta,D14,3,2580000,2693.11,1488.9,369,pre-3.10
2026-06-07,24576667,The Waterina,D14,3,2620000,1932.15,1502.8,482,pre-3.10
2026-06-07,500118894,Simsville,D14,3,1920000,1537.23,1503.4,487,pre-3.10
2026-06-07,60242063,Euhabitat,D14,2,1500000,1583.95,1517.2,600,pre-3.10
2026-06-07,500139066,Dakota Residences,D14,3,2950000,2283.28,1504.3,494,pre-3.10
2026-06-07,500012726,33 Residences,D14,2,1249000,1784.29,1516.7,597,pre-3.10
2026-06-07,500121247,Simsville,D14,3,1920000,1537.23,1503.4,487,pre-3.10
2026-06-07,25522840,Urban Treasures,D14,2,1410000,2220.47,1509.0,533,pre-3.10
2026-06-07,500053414,Rezi 24,D14,2,1080000,1894.74,1497.3,436,pre-3.10
2026-06-07,60110246,Regal 35,D14,3,2000000,833.33,1595.7,954,pre-3.10
2026-06-07,500011570,Mori,D14,2,1500000,2080.44,1481.2,312,pre-3.10
2026-06-07,60035607,Mori,D14,2,1800000,2496.53,1449.5,136,pre-3.10
2026-06-07,60002695,Astoria Park,D14,3,1695000,1290.94,1533.0,718,pre-3.10
2026-06-07,500048864,Qube Suites,D14,2,1100000,1439.79,1496.8,432,pre-3.10
2026-06-07,500111112,Simsville,D14,3,1900000,1521.22,1505.3,503,pre-3.10
2026-06-07,60013984,Rezi 24,D14,2,960000,1856.87,1500.8,465,pre-3.10
2026-06-07,25468703,Penrose,D14,2,1750000,2464.79,1516.6,596,pre-3.10
2026-06-07,500081739,Astoria Park,D14,3,1728888,1316.75,1532.3,713,pre-3.10
2026-06-07,500016223,Euhabitat,D14,2,1230000,1503.67,1527.5,679,pre-3.10
2026-06-07,25473385,Sims Green,D14,3,1450000,1171.24,1532.9,717,pre-3.10
2026-06-07,500055838,Sixteen35 Residences,D14,2,938000,1743.49,1518.1,607,pre-3.10
2026-06-07,500052567,Atrium Residences,D14,3,1665000,1594.83,1522.2,640,pre-3.10
2026-06-07,25127649,Casa Sarina,D14,2,1718000,1733.6,1494.5,413,pre-3.10
2026-06-07,500133684,Grosvenor View,D14,2,1949999,1500.0,1550.9,822,pre-3.10
2026-06-07,60245376,The Antares,D14,2,1600000,1930.04,1523.2,647,pre-3.10
2026-06-07,500137610,Grosvenor View,D14,2,1949999,1509.29,1549.9,817,pre-3.10
2026-06-07,500053196,Rezi 24,D14,2,1150000,1750.38,1513.9,574,pre-3.10
2026-06-07,25586320,Avant Residences,D14,2,799000,1516.13,1556.6,848,pre-3.10
2026-06-07,500066217,Loft 33 @ Geylang,D14,3,1676491,1354.19,1522.9,645,pre-3.10
2026-06-07,25420041,Viento,D14,2,900000,1707.78,1523.2,647,pre-3.10
2026-06-07,500091966,Penrose,D14,2,1800000,2258.47,1534.0,724,pre-3.10
